081213,1230,0.34
081213,1230,0.34
081213,1230,0.34
081213,1230,0.34
081213,1230,0.34
081213,1230,0.34
081213,1230,0.34
081213,1230,0.34
081213,1230,0.34
081213,1230,0.34
081213,1230,0.34
081213,1230,0.34
081213,1230,0.34
081213,1230,0.34
081213,1230,0.34
081213,1230,0.34
081213,1230,0.34
081213,1230,0.34
081213,1230,0.34
081213,1230,0.34
081213,1230,0.34
081213,1230,0.34
081213,1230,0.34
081213,1230,0.34
081213,1230,0.34
081213,1230,0.34
081213,1230,0.34
081213,1230,0.34
081213,1230,0.34
081213,1230,0.34
081213,1230,0.34
081213,1230,0.34
081213,1230,0.34
081213,1230,0.34
081213,1230,0.34
081213,1230,0.34
081213,1230,0.34
081213,1230,0.34
081213,1230,0.34
081213,1230,0.34
081213,1230,0.34
081213,1230,0.34
081213,1230,0.34
081213,1230,0.34
081213,1230,0.34
081213,1230,0.34
081213,1230,0.34
081213,1230,0.34
081213,1230,0.34
081213,1230,0.34
081213,1230,0.34
081213,1230,0.34
081213,1230,0.34
081213,1230,0.34
081213,1230,0.34
081213,1230,0.34
081213,1230,0.34
081213,1230,0.34
081213,1230,0.34
081213,1230,0.34
081213,1230,0.34
081213,1230,0.34
081213,1230,0.34
081213,1230,0.34
081213,1230,0.34
081213,1230,0.34
081213,1230,0.34
081213,1230,0.34
081213,1230,0.34
081213,1230,0.34
081213,1230,0.34
081213,1230,0.34
081213,1230,0.34
081213,1230,0.34
081213,1230,0.34
081213,1230,0.34
081213,1230,0.34
081213,1230,0.34
081213,1230,0.34
081213,1230,0.34
081213,1230,0.34
081213,1230,0.34
081213,1230,0.34
081213,1230,0.34
081213,1230,0.34
081213,1230,0.34
081213,1230,0.34
081213,1230,0.34
081213,1230,0.34
081213,1230,0.34
081213,1230,0.34
081213,1230,0.34
081213,1230,0.34
081213,1230,0.34
081213,1230,0.34
081213,1230,0.34
081213,1230,0.34
081213,1230,0.34
081213,1230,0.34
081213,1230,0.34
